strict_id,source_task_id,source_split,source_array_index,subject_id,target_record_id,window_id,window_index,start_sample_500hz,end_sample_500hz_exclusive,dedup_key
D12_STRICT_0000333,task1,train,828,HNU11045,d12_463ed4f961ac90,TASK1_633fec9397759a_W008,8,40000,45000,d12_463ed4f961ac90:40000:45000
D12_STRICT_0000334,task1,train,829,HNU11045,d12_463ed4f961ac90,TASK1_633fec9397759a_W009,9,45000,50000,d12_463ed4f961ac90:45000:50000
D12_STRICT_0000335,task1,train,830,HNU11045,d12_463ed4f961ac90,TASK1_633fec9397759a_W010,10,50000,55000,d12_463ed4f961ac90:50000:55000
D12_STRICT_0000336,task2,train,479,HNU11045,d12_463ed4f961ac90,TASK2_17ad3825f859c5_W011,11,55000,60000,d12_463ed4f961ac90:55000:60000
D12_STRICT_0000337,task1,train,11,HNU11035,d12_493a7d4ad9f543,TASK1_feb984c6ec969c_W000,0,0,5000,d12_493a7d4ad9f543:0:5000
D12_STRICT_0000338,task1,train,12,HNU11035,d12_493a7d4ad9f543,TASK1_feb984c6ec969c_W001,1,5000,10000,d12_493a7d4ad9f543:5000:10000
D12_STRICT_0000339,task1,train,13,HNU11035,d12_493a7d4ad9f543,TASK1_feb984c6ec969c_W002,2,10000,15000,d12_493a7d4ad9f543:10000:15000
D12_STRICT_0000340,task1,train,14,HNU11035,d12_493a7d4ad9f543,TASK1_feb984c6ec969c_W003,3,15000,20000,d12_493a7d4ad9f543:15000:20000
D12_STRICT_0000341,task1,train,15,HNU11035,d12_493a7d4ad9f543,TASK1_feb984c6ec969c_W004,4,20000,25000,d12_493a7d4ad9f543:20000:25000
D12_STRICT_0000342,task1,train,16,HNU11035,d12_493a7d4ad9f543,TASK1_feb984c6ec969c_W005,5,25000,30000,d12_493a7d4ad9f543:25000:30000
D12_STRICT_0000343,task1,train,17,HNU11035,d12_493a7d4ad9f543,TASK1_feb984c6ec969c_W006,6,30000,35000,d12_493a7d4ad9f543:30000:35000
D12_STRICT_0000344,task1,train,18,HNU11035,d12_493a7d4ad9f543,TASK1_feb984c6ec969c_W007,7,35000,40000,d12_493a7d4ad9f543:35000:40000
D12_STRICT_0000345,task1,train,19,HNU11035,d12_493a7d4ad9f543,TASK1_feb984c6ec969c_W008,8,40000,45000,d12_493a7d4ad9f543:40000:45000
D12_STRICT_0000346,task1,train,20,HNU11035,d12_493a7d4ad9f543,TASK1_feb984c6ec969c_W009,9,45000,50000,d12_493a7d4ad9f543:45000:50000
D12_STRICT_0000347,task1,train,21,HNU11035,d12_493a7d4ad9f543,TASK1_feb984c6ec969c_W010,10,50000,55000,d12_493a7d4ad9f543:50000:55000
D12_STRICT_0000348,task2,train,359,HNU11035,d12_493a7d4ad9f543,TASK2_cd9bab44fdb7dc_W011,11,55000,60000,d12_493a7d4ad9f543:55000:60000
D12_STRICT_0000349,task1,train,700,HNU11056,d12_4f0618718eae4a,TASK1_ebcd4931790727_W000,0,0,5000,d12_4f0618718eae4a:0:5000
D12_STRICT_0000350,task1,train,701,HNU11056,d12_4f0618718eae4a,TASK1_ebcd4931790727_W001,1,5000,10000,d12_4f0618718eae4a:5000:10000
D12_STRICT_0000351,task1,train,702,HNU11056,d12_4f0618718eae4a,TASK1_ebcd4931790727_W002,2,10000,15000,d12_4f0618718eae4a:10000:15000
D12_STRICT_0000352,task1,train,703,HNU11056,d12_4f0618718eae4a,TASK1_ebcd4931790727_W003,3,15000,20000,d12_4f0618718eae4a:15000:20000
D12_STRICT_0000353,task1,train,704,HNU11056,d12_4f0618718eae4a,TASK1_ebcd4931790727_W004,4,20000,25000,d12_4f0618718eae4a:20000:25000
D12_STRICT_0000354,task1,train,705,HNU11056,d12_4f0618718eae4a,TASK1_ebcd4931790727_W005,5,25000,30000,d12_4f0618718eae4a:25000:30000
D12_STRICT_0000355,task1,train,706,HNU11056,d12_4f0618718eae4a,TASK1_ebcd4931790727_W006,6,30000,35000,d12_4f0618718eae4a:30000:35000
D12_STRICT_0000356,task1,train,707,HNU11056,d12_4f0618718eae4a,TASK1_ebcd4931790727_W007,7,35000,40000,d12_4f0618718eae4a:35000:40000
D12_STRICT_0000357,task1,train,708,HNU11056,d12_4f0618718eae4a,TASK1_ebcd4931790727_W008,8,40000,45000,d12_4f0618718eae4a:40000:45000
D12_STRICT_0000358,task1,train,709,HNU11056,d12_4f0618718eae4a,TASK1_ebcd4931790727_W009,9,45000,50000,d12_4f0618718eae4a:45000:50000
D12_STRICT_0000359,task1,train,710,HNU11056,d12_4f0618718eae4a,TASK1_ebcd4931790727_W010,10,50000,55000,d12_4f0618718eae4a:50000:55000
D12_STRICT_0000360,task2,train,539,HNU11056,d12_4f0618718eae4a,TASK2_541691557cfc73_W011,11,55000,60000,d12_4f0618718eae4a:55000:60000
D12_STRICT_0000361,task1,train,243,HNU11080,d12_534a58127d2afc,TASK1_f265760eb3471d_W000,0,0,5000,d12_534a58127d2afc:0:5000
D12_STRICT_0000362,task1,train,244,HNU11080,d12_534a58127d2afc,TASK1_f265760eb3471d_W001,1,5000,10000,d12_534a58127d2afc:5000:10000
D12_STRICT_0000363,task1,train,245,HNU11080,d12_534a58127d2afc,TASK1_f265760eb3471d_W002,2,10000,15000,d12_534a58127d2afc:10000:15000
D12_STRICT_0000364,task1,train,246,HNU11080,d12_534a58127d2afc,TASK1_f265760eb3471d_W003,3,15000,20000,d12_534a58127d2afc:15000:20000
D12_STRICT_0000365,task1,train,247,HNU11080,d12_534a58127d2afc,TASK1_f265760eb3471d_W004,4,20000,25000,d12_534a58127d2afc:20000:25000
D12_STRICT_0000366,task1,train,248,HNU11080,d12_534a58127d2afc,TASK1_f265760eb3471d_W005,5,25000,30000,d12_534a58127d2afc:25000:30000
D12_STRICT_0000367,task1,train,249,HNU11080,d12_534a58127d2afc,TASK1_f265760eb3471d_W006,6,30000,35000,d12_534a58127d2afc:30000:35000
D12_STRICT_0000368,task1,train,250,HNU11080,d12_534a58127d2afc,TASK1_f265760eb3471d_W007,7,35000,40000,d12_534a58127d2afc:35000:40000
D12_STRICT_0000369,task1,train,251,HNU11080,d12_534a58127d2afc,TASK1_f265760eb3471d_W008,8,40000,45000,d12_534a58127d2afc:40000:45000
D12_STRICT_0000370,task1,train,252,HNU11080,d12_534a58127d2afc,TASK1_f265760eb3471d_W009,9,45000,50000,d12_534a58127d2afc:45000:50000
D12_STRICT_0000371,task1,train,253,HNU11080,d12_534a58127d2afc,TASK1_f265760eb3471d_W010,10,50000,55000,d12_534a58127d2afc:50000:55000
D12_STRICT_0000372,task2,train,731,HNU11080,d12_534a58127d2afc,TASK2_32e857dec75a49_W011,11,55000,60000,d12_534a58127d2afc:55000:60000
D12_STRICT_0000373,task1,train,755,HNU11011,d12_54b59401b7c03a,TASK1_c67132fef15009_W000,0,0,5000,d12_54b59401b7c03a:0:5000
D12_STRICT_0000374,task1,train,756,HNU11011,d12_54b59401b7c03a,TASK1_c67132fef15009_W001,1,5000,10000,d12_54b59401b7c03a:5000:10000
D12_STRICT_0000375,task1,train,757,HNU11011,d12_54b59401b7c03a,TASK1_c67132fef15009_W002,2,10000,15000,d12_54b59401b7c03a:10000:15000
D12_STRICT_0000376,task1,train,758,HNU11011,d12_54b59401b7c03a,TASK1_c67132fef15009_W003,3,15000,20000,d12_54b59401b7c03a:15000:20000
D12_STRICT_0000377,task1,train,759,HNU11011,d12_54b59401b7c03a,TASK1_c67132fef15009_W004,4,20000,25000,d12_54b59401b7c03a:20000:25000
D12_STRICT_0000378,task1,train,760,HNU11011,d12_54b59401b7c03a,TASK1_c67132fef15009_W005,5,25000,30000,d12_54b59401b7c03a:25000:30000
D12_STRICT_0000379,task1,train,761,HNU11011,d12_54b59401b7c03a,TASK1_c67132fef15009_W006,6,30000,35000,d12_54b59401b7c03a:30000:35000
D12_STRICT_0000380,task1,train,762,HNU11011,d12_54b59401b7c03a,TASK1_c67132fef15009_W007,7,35000,40000,d12_54b59401b7c03a:35000:40000
D12_STRICT_0000381,task1,train,763,HNU11011,d12_54b59401b7c03a,TASK1_c67132fef15009_W008,8,40000,45000,d12_54b59401b7c03a:40000:45000
D12_STRICT_0000382,task1,train,764,HNU11011,d12_54b59401b7c03a,TASK1_c67132fef15009_W009,9,45000,50000,d12_54b59401b7c03a:45000:50000
D12_STRICT_0000383,task1,train,765,HNU11011,d12_54b59401b7c03a,TASK1_c67132fef15009_W010,10,50000,55000,d12_54b59401b7c03a:50000:55000
D12_STRICT_0000384,task2,train,107,HNU11011,d12_54b59401b7c03a,TASK2_eebd466c97a226_W011,11,55000,60000,d12_54b59401b7c03a:55000:60000
D12_STRICT_0000385,task1,train,171,HNU11016,d12_5fd99b7f6a0359,TASK1_7fb7452ad90e80_W000,0,0,5000,d12_5fd99b7f6a0359:0:5000
D12_STRICT_0000386,task1,train,172,HNU11016,d12_5fd99b7f6a0359,TASK1_7fb7452ad90e80_W001,1,5000,10000,d12_5fd99b7f6a0359:5000:10000
D12_STRICT_0000387,task1,train,173,HNU11016,d12_5fd99b7f6a0359,TASK1_7fb7452ad90e80_W002,2,10000,15000,d12_5fd99b7f6a0359:10000:15000
D12_STRICT_0000388,task1,train,174,HNU11016,d12_5fd99b7f6a0359,TASK1_7fb7452ad90e80_W003,3,15000,20000,d12_5fd99b7f6a0359:15000:20000
D12_STRICT_0000389,task1,train,175,HNU11016,d12_5fd99b7f6a0359,TASK1_7fb7452ad90e80_W004,4,20000,25000,d12_5fd99b7f6a0359:20000:25000
D12_STRICT_0000390,task1,train,176,HNU11016,d12_5fd99b7f6a0359,TASK1_7fb7452ad90e80_W005,5,25000,30000,d12_5fd99b7f6a0359:25000:30000
D12_STRICT_0000391,task1,train,177,HNU11016,d12_5fd99b7f6a0359,TASK1_7fb7452ad90e80_W006,6,30000,35000,d12_5fd99b7f6a0359:30000:35000
D12_STRICT_0000392,task1,train,178,HNU11016,d12_5fd99b7f6a0359,TASK1_7fb7452ad90e80_W007,7,35000,40000,d12_5fd99b7f6a0359:35000:40000
D12_STRICT_0000393,task1,train,179,HNU11016,d12_5fd99b7f6a0359,TASK1_7fb7452ad90e80_W008,8,40000,45000,d12_5fd99b7f6a0359:40000:45000
D12_STRICT_0000394,task1,train,180,HNU11016,d12_5fd99b7f6a0359,TASK1_7fb7452ad90e80_W009,9,45000,50000,d12_5fd99b7f6a0359:45000:50000
D12_STRICT_0000395,task1,train,181,HNU11016,d12_5fd99b7f6a0359,TASK1_7fb7452ad90e80_W010,10,50000,55000,d12_5fd99b7f6a0359:50000:55000
D12_STRICT_0000396,task2,train,155,HNU11016,d12_5fd99b7f6a0359,TASK2_ed7d0c8fb3200b_W011,11,55000,60000,d12_5fd99b7f6a0359:55000:60000
D12_STRICT_0000397,task1,train,603,HNU11021,d12_6972d607394654,TASK1_b4d1902db18d05_W000,0,0,5000,d12_6972d607394654:0:5000
D12_STRICT_0000398,task1,train,604,HNU11021,d12_6972d607394654,TASK1_b4d1902db18d05_W001,1,5000,10000,d12_6972d607394654:5000:10000
D12_STRICT_0000399,task1,train,605,HNU11021,d12_6972d607394654,TASK1_b4d1902db18d05_W002,2,10000,15000,d12_6972d607394654:10000:15000
D12_STRICT_0000400,task1,train,606,HNU11021,d12_6972d607394654,TASK1_b4d1902db18d05_W003,3,15000,20000,d12_6972d607394654:15000:20000
D12_STRICT_0000401,task1,train,607,HNU11021,d12_6972d607394654,TASK1_b4d1902db18d05_W004,4,20000,25000,d12_6972d607394654:20000:25000
D12_STRICT_0000402,task1,train,608,HNU11021,d12_6972d607394654,TASK1_b4d1902db18d05_W005,5,25000,30000,d12_6972d607394654:25000:30000
D12_STRICT_0000403,task1,train,609,HNU11021,d12_6972d607394654,TASK1_b4d1902db18d05_W006,6,30000,35000,d12_6972d607394654:30000:35000
D12_STRICT_0000404,task1,train,610,HNU11021,d12_6972d607394654,TASK1_b4d1902db18d05_W007,7,35000,40000,d12_6972d607394654:35000:40000
D12_STRICT_0000405,task1,train,611,HNU11021,d12_6972d607394654,TASK1_b4d1902db18d05_W008,8,40000,45000,d12_6972d607394654:40000:45000
D12_STRICT_0000406,task1,train,612,HNU11021,d12_6972d607394654,TASK1_b4d1902db18d05_W009,9,45000,50000,d12_6972d607394654:45000:50000
D12_STRICT_0000407,task1,train,613,HNU11021,d12_6972d607394654,TASK1_b4d1902db18d05_W010,10,50000,55000,d12_6972d607394654:50000:55000
D12_STRICT_0000408,task2,train,215,HNU11021,d12_6972d607394654,TASK2_a070a98ca08a6a_W011,11,55000,60000,d12_6972d607394654:55000:60000
D12_STRICT_0000409,task1,train,656,HNU11004,d12_6b52d28690cdb8,TASK1_de4b05a6e21224_W000,0,0,5000,d12_6b52d28690cdb8:0:5000
D12_STRICT_0000410,task1,train,657,HNU11004,d12_6b52d28690cdb8,TASK1_de4b05a6e21224_W001,1,5000,10000,d12_6b52d28690cdb8:5000:10000
D12_STRICT_0000411,task1,train,658,HNU11004,d12_6b52d28690cdb8,TASK1_de4b05a6e21224_W002,2,10000,15000,d12_6b52d28690cdb8:10000:15000
D12_STRICT_0000412,task1,train,659,HNU11004,d12_6b52d28690cdb8,TASK1_de4b05a6e21224_W003,3,15000,20000,d12_6b52d28690cdb8:15000:20000
D12_STRICT_0000413,task1,train,660,HNU11004,d12_6b52d28690cdb8,TASK1_de4b05a6e21224_W004,4,20000,25000,d12_6b52d28690cdb8:20000:25000
D12_STRICT_0000414,task1,train,661,HNU11004,d12_6b52d28690cdb8,TASK1_de4b05a6e21224_W005,5,25000,30000,d12_6b52d28690cdb8:25000:30000
D12_STRICT_0000415,task1,train,662,HNU11004,d12_6b52d28690cdb8,TASK1_de4b05a6e21224_W006,6,30000,35000,d12_6b52d28690cdb8:30000:35000
D12_STRICT_0000416,task1,train,663,HNU11004,d12_6b52d28690cdb8,TASK1_de4b05a6e21224_W007,7,35000,40000,d12_6b52d28690cdb8:35000:40000
D12_STRICT_0000417,task1,train,664,HNU11004,d12_6b52d28690cdb8,TASK1_de4b05a6e21224_W008,8,40000,45000,d12_6b52d28690cdb8:40000:45000
D12_STRICT_0000418,task1,train,665,HNU11004,d12_6b52d28690cdb8,TASK1_de4b05a6e21224_W009,9,45000,50000,d12_6b52d28690cdb8:45000:50000
D12_STRICT_0000419,task1,train,666,HNU11004,d12_6b52d28690cdb8,TASK1_de4b05a6e21224_W010,10,50000,55000,d12_6b52d28690cdb8:50000:55000
D12_STRICT_0000420,task2,train,35,HNU11004,d12_6b52d28690cdb8,TASK2_eaa2b181026661_W011,11,55000,60000,d12_6b52d28690cdb8:55000:60000
D12_STRICT_0000421,task1,train,160,HNU11034,d12_6dbd2e6358a534,TASK1_027b8a9c345db2_W000,0,0,5000,d12_6dbd2e6358a534:0:5000
D12_STRICT_0000422,task1,train,161,HNU11034,d12_6dbd2e6358a534,TASK1_027b8a9c345db2_W001,1,5000,10000,d12_6dbd2e6358a534:5000:10000
D12_STRICT_0000423,task1,train,162,HNU11034,d12_6dbd2e6358a534,TASK1_027b8a9c345db2_W002,2,10000,15000,d12_6dbd2e6358a534:10000:15000
D12_STRICT_0000424,task1,train,163,HNU11034,d12_6dbd2e6358a534,TASK1_027b8a9c345db2_W003,3,15000,20000,d12_6dbd2e6358a534:15000:20000
D12_STRICT_0000425,task1,train,164,HNU11034,d12_6dbd2e6358a534,TASK1_027b8a9c345db2_W004,4,20000,25000,d12_6dbd2e6358a534:20000:25000
D12_STRICT_0000426,task1,train,165,HNU11034,d12_6dbd2e6358a534,TASK1_027b8a9c345db2_W005,5,25000,30000,d12_6dbd2e6358a534:25000:30000
D12_STRICT_0000427,task1,train,166,HNU11034,d12_6dbd2e6358a534,TASK1_027b8a9c345db2_W006,6,30000,35000,d12_6dbd2e6358a534:30000:35000
D12_STRICT_0000428,task1,train,167,HNU11034,d12_6dbd2e6358a534,TASK1_027b8a9c345db2_W007,7,35000,40000,d12_6dbd2e6358a534:35000:40000
D12_STRICT_0000429,task1,train,168,HNU11034,d12_6dbd2e6358a534,TASK1_027b8a9c345db2_W008,8,40000,45000,d12_6dbd2e6358a534:40000:45000
D12_STRICT_0000430,task1,train,169,HNU11034,d12_6dbd2e6358a534,TASK1_027b8a9c345db2_W009,9,45000,50000,d12_6dbd2e6358a534:45000:50000
D12_STRICT_0000431,task1,train,170,HNU11034,d12_6dbd2e6358a534,TASK1_027b8a9c345db2_W010,10,50000,55000,d12_6dbd2e6358a534:50000:55000
D12_STRICT_0000432,task2,train,347,HNU11034,d12_6dbd2e6358a534,TASK2_18dbeff5a0cfdb_W011,11,55000,60000,d12_6dbd2e6358a534:55000:60000
D12_STRICT_0000433,task1,train,733,HNU11019,d12_6f66e0bce170ec,TASK1_59a9138ded8989_W000,0,0,5000,d12_6f66e0bce170ec:0:5000
D12_STRICT_0000434,task1,train,734,HNU11019,d12_6f66e0bce170ec,TASK1_59a9138ded8989_W001,1,5000,10000,d12_6f66e0bce170ec:5000:10000
D12_STRICT_0000435,task1,train,735,HNU11019,d12_6f66e0bce170ec,TASK1_59a9138ded8989_W002,2,10000,15000,d12_6f66e0bce170ec:10000:15000
D12_STRICT_0000436,task1,train,736,HNU11019,d12_6f66e0bce170ec,TASK1_59a9138ded8989_W003,3,15000,20000,d12_6f66e0bce170ec:15000:20000
D12_STRICT_0000437,task1,train,737,HNU11019,d12_6f66e0bce170ec,TASK1_59a9138ded8989_W004,4,20000,25000,d12_6f66e0bce170ec:20000:25000
D12_STRICT_0000438,task1,train,738,HNU11019,d12_6f66e0bce170ec,TASK1_59a9138ded8989_W005,5,25000,30000,d12_6f66e0bce170ec:25000:30000
D12_STRICT_0000439,task1,train,739,HNU11019,d12_6f66e0bce170ec,TASK1_59a9138ded8989_W006,6,30000,35000,d12_6f66e0bce170ec:30000:35000
D12_STRICT_0000440,task1,train,740,HNU11019,d12_6f66e0bce170ec,TASK1_59a9138ded8989_W007,7,35000,40000,d12_6f66e0bce170ec:35000:40000
D12_STRICT_0000441,task1,train,741,HNU11019,d12_6f66e0bce170ec,TASK1_59a9138ded8989_W008,8,40000,45000,d12_6f66e0bce170ec:40000:45000
D12_STRICT_0000442,task1,train,742,HNU11019,d12_6f66e0bce170ec,TASK1_59a9138ded8989_W009,9,45000,50000,d12_6f66e0bce170ec:45000:50000
D12_STRICT_0000443,task1,train,743,HNU11019,d12_6f66e0bce170ec,TASK1_59a9138ded8989_W010,10,50000,55000,d12_6f66e0bce170ec:50000:55000
D12_STRICT_0000444,task2,train,191,HNU11019,d12_6f66e0bce170ec,TASK2_a15389d13b7828_W011,11,55000,60000,d12_6f66e0bce170ec:55000:60000
D12_STRICT_0000445,task1,train,722,HNU11040,d12_703999f5a3bc26,TASK1_774649a3625e46_W000,0,0,5000,d12_703999f5a3bc26:0:5000
D12_STRICT_0000446,task1,train,723,HNU11040,d12_703999f5a3bc26,TASK1_774649a3625e46_W001,1,5000,10000,d12_703999f5a3bc26:5000:10000
D12_STRICT_0000447,task1,train,724,HNU11040,d12_703999f5a3bc26,TASK1_774649a3625e46_W002,2,10000,15000,d12_703999f5a3bc26:10000:15000
D12_STRICT_0000448,task1,train,725,HNU11040,d12_703999f5a3bc26,TASK1_774649a3625e46_W003,3,15000,20000,d12_703999f5a3bc26:15000:20000
D12_STRICT_0000449,task1,train,726,HNU11040,d12_703999f5a3bc26,TASK1_774649a3625e46_W004,4,20000,25000,d12_703999f5a3bc26:20000:25000
D12_STRICT_0000450,task1,train,727,HNU11040,d12_703999f5a3bc26,TASK1_774649a3625e46_W005,5,25000,30000,d12_703999f5a3bc26:25000:30000
D12_STRICT_0000451,task1,train,728,HNU11040,d12_703999f5a3bc26,TASK1_774649a3625e46_W006,6,30000,35000,d12_703999f5a3bc26:30000:35000
D12_STRICT_0000452,task1,train,729,HNU11040,d12_703999f5a3bc26,TASK1_774649a3625e46_W007,7,35000,40000,d12_703999f5a3bc26:35000:40000
D12_STRICT_0000453,task1,train,730,HNU11040,d12_703999f5a3bc26,TASK1_774649a3625e46_W008,8,40000,45000,d12_703999f5a3bc26:40000:45000
D12_STRICT_0000454,task1,train,731,HNU11040,d12_703999f5a3bc26,TASK1_774649a3625e46_W009,9,45000,50000,d12_703999f5a3bc26:45000:50000
D12_STRICT_0000455,task1,train,732,HNU11040,d12_703999f5a3bc26,TASK1_774649a3625e46_W010,10,50000,55000,d12_703999f5a3bc26:50000:55000
D12_STRICT_0000456,task2,train,419,HNU11040,d12_703999f5a3bc26,TASK2_c2443e1d2710b1_W011,11,55000,60000,d12_703999f5a3bc26:55000:60000
D12_STRICT_0000457,task1,train,97,HNU11038,d12_71c9ff8708e535,TASK1_7f9f506d91ecf6_W000,0,0,5000,d12_71c9ff8708e535:0:5000
D12_STRICT_0000458,task1,train,98,HNU11038,d12_71c9ff8708e535,TASK1_7f9f506d91ecf6_W001,1,5000,10000,d12_71c9ff8708e535:5000:10000
D12_STRICT_0000459,task1,train,99,HNU11038,d12_71c9ff8708e535,TASK1_7f9f506d91ecf6_W002,2,10000,15000,d12_71c9ff8708e535:10000:15000
D12_STRICT_0000460,task1,train,100,HNU11038,d12_71c9ff8708e535,TASK1_7f9f506d91ecf6_W003,3,15000,20000,d12_71c9ff8708e535:15000:20000
D12_STRICT_0000461,task1,train,101,HNU11038,d12_71c9ff8708e535,TASK1_7f9f506d91ecf6_W004,4,20000,25000,d12_71c9ff8708e535:20000:25000
D12_STRICT_0000462,task1,train,102,HNU11038,d12_71c9ff8708e535,TASK1_7f9f506d91ecf6_W005,5,25000,30000,d12_71c9ff8708e535:25000:30000
D12_STRICT_0000463,task1,train,103,HNU11038,d12_71c9ff8708e535,TASK1_7f9f506d91ecf6_W006,6,30000,35000,d12_71c9ff8708e535:30000:35000
D12_STRICT_0000464,task1,train,104,HNU11038,d12_71c9ff8708e535,TASK1_7f9f506d91ecf6_W007,7,35000,40000,d12_71c9ff8708e535:35000:40000
D12_STRICT_0000465,task1,train,105,HNU11038,d12_71c9ff8708e535,TASK1_7f9f506d91ecf6_W008,8,40000,45000,d12_71c9ff8708e535:40000:45000
D12_STRICT_0000466,task1,train,106,HNU11038,d12_71c9ff8708e535,TASK1_7f9f506d91ecf6_W009,9,45000,50000,d12_71c9ff8708e535:45000:50000
D12_STRICT_0000467,task1,train,107,HNU11038,d12_71c9ff8708e535,TASK1_7f9f506d91ecf6_W010,10,50000,55000,d12_71c9ff8708e535:50000:55000
D12_STRICT_0000468,task2,train,395,HNU11038,d12_71c9ff8708e535,TASK2_67f838b9ba3a8e_W011,11,55000,60000,d12_71c9ff8708e535:55000:60000
D12_STRICT_0000469,task1,train,214,HNU11022,d12_73b74af6caf256,TASK1_fc9b3e72838eea_W000,0,0,5000,d12_73b74af6caf256:0:5000
D12_STRICT_0000470,task1,train,215,HNU11022,d12_73b74af6caf256,TASK1_fc9b3e72838eea_W001,1,5000,10000,d12_73b74af6caf256:5000:10000
D12_STRICT_0000471,task1,train,216,HNU11022,d12_73b74af6caf256,TASK1_fc9b3e72838eea_W002,2,10000,15000,d12_73b74af6caf256:10000:15000
D12_STRICT_0000472,task1,train,217,HNU11022,d12_73b74af6caf256,TASK1_fc9b3e72838eea_W003,3,15000,20000,d12_73b74af6caf256:15000:20000
D12_STRICT_0000473,task1,train,218,HNU11022,d12_73b74af6caf256,TASK1_fc9b3e72838eea_W004,4,20000,25000,d12_73b74af6caf256:20000:25000
D12_STRICT_0000474,task1,train,219,HNU11022,d12_73b74af6caf256,TASK1_fc9b3e72838eea_W005,5,25000,30000,d12_73b74af6caf256:25000:30000
D12_STRICT_0000475,task1,train,220,HNU11022,d12_73b74af6caf256,TASK1_fc9b3e72838eea_W006,6,30000,35000,d12_73b74af6caf256:30000:35000
D12_STRICT_0000476,task1,train,221,HNU11022,d12_73b74af6caf256,TASK1_fc9b3e72838eea_W007,7,35000,40000,d12_73b74af6caf256:35000:40000
D12_STRICT_0000477,task1,train,222,HNU11022,d12_73b74af6caf256,TASK1_fc9b3e72838eea_W008,8,40000,45000,d12_73b74af6caf256:40000:45000
D12_STRICT_0000478,task1,train,223,HNU11022,d12_73b74af6caf256,TASK1_fc9b3e72838eea_W009,9,45000,50000,d12_73b74af6caf256:45000:50000
D12_STRICT_0000479,task1,train,224,HNU11022,d12_73b74af6caf256,TASK1_fc9b3e72838eea_W010,10,50000,55000,d12_73b74af6caf256:50000:55000
D12_STRICT_0000480,task2,train,299,HNU11022,d12_73b74af6caf256,TASK2_f93f67ba41209f_W011,11,55000,60000,d12_73b74af6caf256:55000:60000
D12_STRICT_0000481,task1,train,560,HNU11023,d12_79923f75fb4746,TASK1_dfdbdc3df6a3d7_W000,0,0,5000,d12_79923f75fb4746:0:5000
D12_STRICT_0000482,task1,train,561,HNU11023,d12_79923f75fb4746,TASK1_dfdbdc3df6a3d7_W001,1,5000,10000,d12_79923f75fb4746:5000:10000
D12_STRICT_0000483,task1,train,562,HNU11023,d12_79923f75fb4746,TASK1_dfdbdc3df6a3d7_W002,2,10000,15000,d12_79923f75fb4746:10000:15000
D12_STRICT_0000484,task1,train,563,HNU11023,d12_79923f75fb4746,TASK1_dfdbdc3df6a3d7_W003,3,15000,20000,d12_79923f75fb4746:15000:20000
D12_STRICT_0000485,task1,train,564,HNU11023,d12_79923f75fb4746,TASK1_dfdbdc3df6a3d7_W004,4,20000,25000,d12_79923f75fb4746:20000:25000
D12_STRICT_0000486,task1,train,565,HNU11023,d12_79923f75fb4746,TASK1_dfdbdc3df6a3d7_W005,5,25000,30000,d12_79923f75fb4746:25000:30000
D12_STRICT_0000487,task1,train,566,HNU11023,d12_79923f75fb4746,TASK1_dfdbdc3df6a3d7_W006,6,30000,35000,d12_79923f75fb4746:30000:35000
D12_STRICT_0000488,task1,train,567,HNU11023,d12_79923f75fb4746,TASK1_dfdbdc3df6a3d7_W007,7,35000,40000,d12_79923f75fb4746:35000:40000
D12_STRICT_0000489,task1,train,568,HNU11023,d12_79923f75fb4746,TASK1_dfdbdc3df6a3d7_W008,8,40000,45000,d12_79923f75fb4746:40000:45000
D12_STRICT_0000490,task1,train,569,HNU11023,d12_79923f75fb4746,TASK1_dfdbdc3df6a3d7_W009,9,45000,50000,d12_79923f75fb4746:45000:50000
D12_STRICT_0000491,task1,train,570,HNU11023,d12_79923f75fb4746,TASK1_dfdbdc3df6a3d7_W010,10,50000,55000,d12_79923f75fb4746:50000:55000
D12_STRICT_0000492,task2,train,227,HNU11023,d12_79923f75fb4746,TASK2_30e5bad40403a0_W011,11,55000,60000,d12_79923f75fb4746:55000:60000
D12_STRICT_0000493,task1,train,776,HNU11012,d12_79bb71da1f76e9,TASK1_967ae22da7a509_W000,0,0,5000,d12_79bb71da1f76e9:0:5000
D12_STRICT_0000494,task1,train,777,HNU11012,d12_79bb71da1f76e9,TASK1_967ae22da7a509_W001,1,5000,10000,d12_79bb71da1f76e9:5000:10000
D12_STRICT_0000495,task1,train,778,HNU11012,d12_79bb71da1f76e9,TASK1_967ae22da7a509_W002,2,10000,15000,d12_79bb71da1f76e9:10000:15000
D12_STRICT_0000496,task1,train,779,HNU11012,d12_79bb71da1f76e9,TASK1_967ae22da7a509_W003,3,15000,20000,d12_79bb71da1f76e9:15000:20000
D12_STRICT_0000497,task1,train,780,HNU11012,d12_79bb71da1f76e9,TASK1_967ae22da7a509_W004,4,20000,25000,d12_79bb71da1f76e9:20000:25000
D12_STRICT_0000498,task1,train,781,HNU11012,d12_79bb71da1f76e9,TASK1_967ae22da7a509_W005,5,25000,30000,d12_79bb71da1f76e9:25000:30000
D12_STRICT_0000499,task1,train,782,HNU11012,d12_79bb71da1f76e9,TASK1_967ae22da7a509_W006,6,30000,35000,d12_79bb71da1f76e9:30000:35000
